t,G,C1,C1_next,C2,C2_next,f_e,x1,f_c,x2,L_out,L_target,shed
40.5,13.535533905932745,7.441526009170224,7.857653121747197,7.451033419268427,7.866124365548839,10.0,3.535533905932745,1.6942487603282141,0.0,9.0,9.0,0.0
40.75,13.043807145043607,7.857653121747197,8.216050709946986,7.866124365548839,8.223340842121946,10.0,3.0438071450436066,1.4580264349922716,0.0,9.0,9.0,0.0
41.0,12.500000000000018,8.216050709946986,8.510586491668906,8.223340842121946,8.516570776034468,10.0,2.5000000000000178,1.1968568731123372,0.0,9.0,9.0,0.0
41.25,11.913417161825464,8.510586491668906,8.736220878026952,8.516570776034468,8.740796921818461,10.0,1.913417161825464,0.915208758302011,0.0,9.0,9.0,0.0
41.5,11.294095225512615,8.736220878026952,8.889093202112862,8.740796921818461,8.89218270795233,10.0,1.2940952255126152,0.617901167893341,0.0,9.0,9.0,0.0
41.75,10.652630961100266,8.889093202112862,8.966587776077317,8.89218270795233,8.968137881663251,10.0,0.6526309611002663,0.3100211171874353,0.0,9.0,9.0,0.0
42.0,10.000000000000004,8.966587776077317,8.966587776077317,8.968137881663251,8.968137881663251,10.0,3.552713678800501e-15,0.0,0.0,9.0,9.0,0.0
42.25,9.34736903889976,8.966587776077317,8.809653655675346,8.968137881663251,8.967362828870284,9.34736903889976,0.0,0.6277364816078832,0.6182819631475948,9.0,9.0,0.0
42.5,8.705904774487411,8.809653655675346,8.577366256671333,8.967362828870284,8.888508242272815,8.705904774487411,0.0,0.9291495960160552,1.2259849504856102,9.0,9.0,0.0
42.75,8.08658283817456,8.577366256671333,8.273685893352301,8.888508242272815,8.732937249472073,8.08658283817456,0.0,1.2147214532761283,1.812710995413574,9.0,9.0,0.0
43.0,7.500000000000006,8.273685893352301,7.903808765701273,8.732937249472073,8.503311571412187,7.500000000000006,0.0,1.4795085106041117,2.3684210526315734,9.0,9.0,0.0
43.25,6.9561928549564,7.903808765701273,7.4740635724444235,8.503311571412187,8.20356016855673,6.9561928549564,0.0,1.7189807730273976,2.8836067689886744,9.0,9.0,0.0
43.5,6.464466094067275,7.4740635724444235,6.991803373001333,8.20356016855673,7.838811870500577,6.464466094067275,0.0,1.9290407977723616,3.3494531740415288,9.0,9.0,0.0
43.75,6.033233298543832,6.991803373001333,6.4652797730920994,7.838811870500577,7.415307621750955,6.033233298543832,0.0,2.1060943996369357,3.7579895066426854,9.0,9.0,0.0
44.0,5.669872981077812,6.4652797730920994,5.903501737491094,7.415307621750955,6.940293697421527,5.669872981077812,0.0,2.247112142404022,4.1022255968736525,9.0,9.0,0.0
44.25,5.380602337443569,5.903501737491094,5.316081444141748,6.940293697421527,6.421897717456311,5.380602337443569,0.0,2.3496811733973852,4.376271469790304,9.0,9.0,0.0
44.5,5.170370868554664,5.316081444141748,4.713069817126943,6.421897717456311,5.868989580799029,5.170370868554664,0.0,2.412046508059219,4.57543812452716,9.0,9.0,0.0
44.75,5.042775693130951,4.713069817126943,4.104784552571309,5.868989580799029,5.291029698962986,5.042775693130951,0.0,2.433141058222535,4.696317764402257,9.0,9.0,0.0
45.0,5.0,4.104784552571309,3.5016335799999303,5.291029698962986,4.697907125767148,5.0,0.0,2.412603890285515,4.736842105263158,9.0,9.0,0.0
45.25,5.042775693130946,3.5016335799999303,2.913936979778546,4.697907125767148,4.099770352883539,5.042775693130946,0.0,2.350786400885537,4.696317764402262,9.0,9.0,0.0
45.5,5.170370868554657,2.913936979778546,2.351750403677224,4.099770352883539,3.5068536663310423,5.170370868554657,0.0,2.2487463044052873,4.575438124527167,9.0,9.0,0.0
45.75,5.380602337443559,2.351750403677224,1.8246930198806228,3.5068536663310423,2.929302035004133,5.380602337443559,0.0,2.108229535186405,4.376271469790313,9.0,9.0,0.0
46.0,5.669872981077798,1.8246930198806228,1.3417829263534178,2.929302035004133,2.376997527442378,5.669872981077798,0.0,1.9316403741088206,4.102225596873665,9.0,9.0,0.0
46.25,6.033233298543816,1.3417829263534178,0.911282848683831,2.376997527442378,1.859390226897898,6.033233298543816,0.0,1.722000310678347,3.7579895066427005,9.0,9.0,0.0
46.5,6.464466094067256,0.911282848683831,0.5405587625579604,1.859390226897898,1.3853365377908644,6.464466094067256,0.0,1.4828963445034822,3.3494531740415465,9.0,9.0,0.0
46.75,6.9561928549563925,0.5405587625579604,0.235953859873554,1.3853365377908644,0.9629476501744124,6.9561928549563925,0.0,1.2184196107376257,2.883606768988681,9.0,9.0,0.0
47.0,7.499999999999982,0.235953859873554,0.0026800149679725993,0.9629476501744124,0.5994507550239832,7.499999999999982,0.0,0.9330953796223256,2.368421052631596,9.0,9.0,0.0
47.25,8.086582838174536,0.0026800149679725993,0.0,0.5994507550239832,0.14889942083919694,8.086582838174536,0.0,0.010720059871890397,1.8127109954135974,9.0,9.0,0.0
47.5,8.705904774487385,0.0,0.0,0.14889942083919694,0.0,8.705904774487385,0.0,0.0,0.5955976833567878,8.401132096227595,9.0,0.5988679037724047
47.75,9.347369038899734,0.0,0.0,0.0,0.0,9.347369038899734,0.0,0.0,0.0,8.41263213500976,9.0,0.5873678649902399
